Date,Time,Site,Unit_ID,User_ID,deg_C,mbars,do_perc,do_mgL,spc_uscm,pH,NTU,chla_ugL,chla_RFU,phycoc_ugL,phycoc_RFU,depth_m_prodss,depth_m
6/13/24,11:07:59,Buoy,PRODSS,,7.6,1016.6,90.1,10.76,97.7,,3.81,3.72,0.81,0.23,0.24,12.407,12.5
6/13/24,11:07:00,Buoy,PRODSS,,7.9,1016.7,92.8,11.02,97.7,,0.58,3.38,0.73,0.07,0.09,11.862,12
6/13/24,11:06:35,Buoy,PRODSS,,8.3,1016.7,94.2,11.06,97.7,,0.59,3.54,0.77,0.09,0.1,10.929,11
6/13/24,11:05:42,Buoy,PRODSS,,9,1016.8,97,11.21,97.3,,0.58,3.31,0.71,0.06,0.08,9.886,10
6/13/24,11:05:11,Buoy,PRODSS,,9.6,1016.5,99,11.27,97.3,,0.6,3.13,0.67,0.05,0.07,8.915,9
6/13/24,11:04:39,Buoy,PRODSS,,11.1,1016.4,101.2,11.13,96.7,,0.57,2.61,0.55,0.05,0.07,7.892,8
6/13/24,11:04:22,Buoy,PRODSS,,12.2,1016.3,104.2,11.17,96.3,,0.49,2.3,0.47,0.02,0.04,6.902,7
6/13/24,11:03:52,Buoy,PRODSS,,15.2,1016.1,105.3,10.57,96.7,,0.44,2.22,0.45,0.04,0.05,5.882,6
6/13/24,11:03:24,Buoy,PRODSS,,18,1015.7,102.8,9.72,96.7,,0.42,2.15,0.44,0.02,0.04,4.914,5
6/13/24,11:02:58,Buoy,PRODSS,,19.1,1015.3,103.8,9.6,97.1,,0.37,1.94,0.39,-0.01,0.01,3.92,4
6/13/24,11:02:33,Buoy,PRODSS,,19.8,1014.8,104.8,9.58,97.2,,0.38,1.17,0.2,-0.01,0.01,2.928,3
6/13/24,11:02:15,Buoy,PRODSS,,19.9,1014.4,105,9.57,97.2,,0.4,1.17,0.2,0,0.02,1.88,2
6/13/24,11:00:59,Buoy,PRODSS,,20.1,1015.7,106.3,9.63,97.2,,0.41,1.01,0.17,0,0.02,0.513,1
6/13/24,11:00:40,Buoy,PRODSS,,20.2,1015.8,106.5,9.65,97.2,,0.39,0.91,0.14,0,0.02,0.281,0.5
6/13/24,11:00:18,Buoy,PRODSS,,20.2,1015.8,107.2,9.7,97.1,,2.15,1.13,0.2,0.05,0.06,0.221,0.1
06/18/24,9:17:10,Buoy,PRODSS,,8.1,1023.8,90.2,10.64,97.8,,0.64,3.28,0.7,0.09,0.11,12.13,12.5
06/18/24,9:15:03,Buoy,PRODSS,,8.3,1023.8,92.2,10.84,97.8,,0.62,3.3,0.71,0.1,0.11,11.937,12
06/18/24,9:14:18,Buoy,PRODSS,,8.7,1023.9,94.2,10.97,97.4,,0.6,3.26,0.7,0.11,0.13,10.92,11
06/18/24,9:13:18,Buoy,PRODSS,,9,1023.9,95.8,11.06,97.2,,0.63,3.12,0.66,0.09,0.11,9.925,10
06/18/24,9:11:58,Buoy,PRODSS,,9.7,1023.9,97.7,11.11,97,,0.57,2.55,0.53,0.06,0.07,8.953,9
06/18/24,9:10:17,Buoy,PRODSS,,11.8,1024,102.7,11.11,96.6,,0.57,2.43,0.5,0.05,0.06,7.922,8
06/18/24,9:09:12,Buoy,PRODSS,,13.4,1023.9,104.7,10.94,96.5,,0.52,2.75,0.58,0.04,0.06,6.938,7
06/18/24,9:08:14,Buoy,PRODSS,,18.5,1023.9,106.1,9.95,97.4,,0.43,2.31,0.47,-0.01,0.01,5.957,6
06/18/24,9:07:02,Buoy,PRODSS,,19.4,1023.9,105.9,9.75,97.5,,0.41,2.19,0.44,-0.02,0,4.932,5
06/18/24,9:05:58,Buoy,PRODSS,,20,1023.7,106.3,9.67,97.6,,0.4,1.79,0.35,0.01,0.03,3.92,4
06/18/24,9:05:09,Buoy,PRODSS,,20.5,1023.6,107.4,9.67,97.7,,0.38,1.68,0.33,0.01,0.03,2.925,3
06/18/24,9:04:11,Buoy,PRODSS,,20.7,1023.7,107.8,9.67,97.7,,0.39,1.48,0.28,0.01,0.03,1.87,2
06/18/24,9:02:17,Buoy,PRODSS,,20.9,1023.7,108,9.64,97.6,,0.36,1.2,0.21,-0.02,0,0.809,1
06/18/24,9:01:37,Buoy,PRODSS,,20.9,1023.7,107.6,9.61,97.6,,0.41,0.99,0.16,-0.01,0.01,0.358,0.5
06/18/24,9:01:07,Buoy,PRODSS,,21,1023.8,106.4,9.48,97.7,,0.42,0.95,0.15,0.02,0.04,0.223,0.1
06/20/24,9:16:13,Buoy,PRODSS,,8,1025.3,88.2,10.45,97.8,,0.57,3.44,0.74,0.11,0.12,12.205,12.5
06/20/24,9:12:05,Buoy,PRODSS,,8.1,1025.3,90.9,10.73,97.7,,0.57,3.55,0.77,0.1,0.11,11.948,12
06/20/24,9:11:03,Buoy,PRODSS,,8.5,1025.2,92.9,10.86,97.6,,0.58,3.49,0.75,0.08,0.09,10.91,11
06/20/24,9:10:29,Buoy,PRODSS,,9,1025.3,94.7,10.95,97.4,,0.56,3.43,0.74,0.06,0.08,9.911,10
06/20/24,9:09:28,Buoy,PRODSS,,10.1,1025.1,98.3,11.07,97,,0.51,2.73,0.57,0.05,0.06,8.969,9
06/20/24,9:08:44,Buoy,PRODSS,,11.4,1025.2,101.2,11.07,96.5,,0.48,2.61,0.55,0.04,0.06,7.916,8
06/20/24,9:07:59,Buoy,PRODSS,,13.3,1025.2,105.2,11,96.4,,0.43,2.96,0.63,0.02,0.04,6.941,7
06/20/24,9:06:51,Buoy,PRODSS,,16.3,1025,106,10.4,97.2,,0.46,3.14,0.67,0,0.02,5.942,6
06/20/24,9:06:05,Buoy,PRODSS,,20.4,1025,106.9,9.64,97.7,,0.34,1.98,0.4,0,0.02,4.936,5
06/20/24,9:05:27,Buoy,PRODSS,,20.9,1024.8,107.7,9.61,97.8,,0.3,2.02,0.41,-0.02,0.01,3.935,4
06/20/24,9:04:35,Buoy,PRODSS,,21.8,1024.8,108.5,9.52,98,,0.31,1.72,0.33,0,0.02,2.95,3
06/20/24,9:04:04,Buoy,PRODSS,,22.5,1024.7,109,9.43,98,,0.29,1.49,0.28,-0.02,0.01,1.856,2
06/20/24,9:03:25,Buoy,PRODSS,,23.3,1024.8,109,9.3,98.2,,0.29,1.36,0.25,-0.02,0,0.71,1
06/20/24,9:02:59,Buoy,PRODSS,,23.5,1024.8,109.2,9.28,98.2,,0.32,1.25,0.22,-0.02,0,0.347,0.5
06/20/24,9:02:27,Buoy,PRODSS,,23.5,1024.8,108.7,9.23,98.2,,0.32,1.11,0.19,-0.01,0.01,0.219,0.1
06/21/24,9:14:26,Buoy,PRODSS,,8.6,1023.8,92.9,10.85,97.5,,0.85,3.02,0.64,0.07,0.08,11.892,12
06/21/24,9:14:08,Buoy,PRODSS,,8.8,1023.9,93.9,10.9,97.4,,0.8,3.27,0.7,0.05,0.07,10.885,11
06/21/24,9:13:51,Buoy,PRODSS,,8.9,1023.9,94.8,10.97,97.3,,0.82,3.03,0.64,0.07,0.08,9.892,10
06/21/24,9:13:10,Buoy,PRODSS,,11.3,1023.8,99.9,10.94,96.8,,0.75,2.6,0.54,0.02,0.04,8.92,9
06/21/24,9:12:48,Buoy,PRODSS,,12.8,1023.8,103.7,10.97,96.6,,0.76,3.2,0.68,0.05,0.07,7.907,8
06/21/24,9:11:52,Buoy,PRODSS,,15.6,1023.7,107.5,10.71,96.8,,0.73,2.89,0.61,0.05,0.07,6.914,7
06/21/24,9:10:52,Buoy,PRODSS,,16.5,1023.6,106,10.34,96.9,,0.71,3.23,0.69,0.01,0.03,5.917,6
06/21/24,9:10:15,Buoy,PRODSS,,18.7,1023.6,106.7,9.95,97.4,,0.63,2.43,0.5,0,0.02,4.916,5
06/21/24,9:09:40,Buoy,PRODSS,,20.4,1023.6,107.9,9.73,97.8,,0.59,2.25,0.46,0.01,0.02,3.952,4
06/21/24,9:09:15,Buoy,PRODSS,,22.2,1023.6,109.5,9.53,98,,0.59,2.04,0.41,-0.01,0.01,2.973,3
06/21/24,9:08:45,Buoy,PRODSS,,23.6,1023.5,109.7,9.31,97.7,,0.58,1.58,0.3,-0.02,0,1.904,2
06/21/24,9:08:18,Buoy,PRODSS,,23.6,1023.4,109.8,9.31,97.7,,0.57,1.32,0.24,-0.01,0.01,0.607,1
06/21/24,9:07:57,Buoy,PRODSS,,23.7,1023.5,109.8,9.29,97.8,,0.59,1.1,0.19,0,0.02,0.287,0.5
06/21/24,9:07:38,Buoy,PRODSS,,23.7,1023.5,108.5,9.18,97.7,,0.68,0.93,0.15,-0.01,0.01,0.218,0.1
06/24/24,11:12:06,Buoy,PRODSS,,7.9,1001,89.8,10.67,97.7,,0.67,2.8,0.59,0.08,0.1,12.466,12.5
06/24/24,11:11:08,Buoy,PRODSS,,8.1,1000.9,90.6,10.7,97.8,,0.64,2.8,0.59,0.08,0.09,11.852,12
06/24/24,11:10:41,Buoy,PRODSS,,8.7,1000.9,92.2,10.75,97.5,,0.62,2.37,0.49,0.05,0.07,10.893,11
06/24/24,11:10:17,Buoy,PRODSS,,8.9,1001,94,10.9,97.8,,0.59,2.27,0.47,0.03,0.05,9.946,10
06/24/24,11:09:53,Buoy,PRODSS,,10.6,1000.9,98.3,10.94,97.5,,0.56,1.98,0.4,0.01,0.03,8.834,9
06/24/24,11:09:33,Buoy,PRODSS,,13.5,1000.9,101.9,10.61,97,,0.58,2.23,0.46,0.02,0.04,7.888,8
06/24/24,11:08:59,Buoy,PRODSS,,14.8,1000.9,103.4,10.47,97.2,,0.57,2.7,0.57,0.02,0.04,6.961,7
06/24/24,11:08:29,Buoy,PRODSS,,17.3,1000.8,102.6,9.86,98.1,,0.55,2.73,0.57,0.02,0.04,5.952,6
06/24/24,11:08:12,Buoy,PRODSS,,19.9,1000.9,104.3,9.5,98.7,,0.47,2.47,0.51,0.02,0.04,4.961,5
06/24/24,11:07:51,Buoy,PRODSS,,22.1,1000.9,105.8,9.24,97.3,,0.48,1.84,0.36,0.01,0.03,3.964,4
06/24/24,11:07:26,Buoy,PRODSS,,22.1,1000.9,106,9.25,97.3,,0.46,1.88,0.37,-0.01,0.01,2.857,3
06/24/24,11:06:53,Buoy,PRODSS,,22.1,1001,106.1,9.25,97.3,,0.46,1.76,0.34,0,0.02,1.832,2
06/24/24,11:06:07,Buoy,PRODSS,,22.1,1000.9,106.1,9.26,97.3,,0.48,1.43,0.27,0,0.02,0.618,1
06/24/24,11:05:47,Buoy,PRODSS,,22.1,1001,106.6,9.31,97.3,,0.49,1.44,0.27,-0.01,0.01,0.308,0.5
06/24/24,11:02:18,Buoy,PRODSS,,22.1,1001,105.7,9.23,97.1,,0.49,1.27,0.23,0.02,0.04,0.22,0.1
06/25/24,12:00:18,Buoy,PRODSS,,8.2,1011,89.4,10.54,97.7,,0.63,2.72,0.57,0.09,0.1,12.149,12.5
06/25/24,11:58:17,Buoy,PRODSS,,8.2,1011.1,90.2,10.62,97.7,,0.65,2.47,0.51,0.07,0.08,11.761,12
06/25/24,11:57:38,Buoy,PRODSS,,8.6,1011.1,91.4,10.66,97.6,,0.66,2.49,0.52,0.07,0.09,10.861,11
06/25/24,11:56:49,Buoy,PRODSS,,9.4,1011,93.9,10.75,97.3,,0.63,2.35,0.48,0.04,0.06,9.949,10
06/25/24,11:55:49,Buoy,PRODSS,,10.6,1011.1,97.8,10.89,97,,0.6,2.1,0.43,0.04,0.06,8.924,9
06/25/24,11:54:59,Buoy,PRODSS,,11.8,1011.1,101.2,10.96,96.6,,0.67,2.74,0.58,0.04,0.06,7.953,8
06/25/24,11:53:54,Buoy,PRODSS,,13.3,1011.2,103.1,10.79,96.6,,0.64,3.12,0.67,0.05,0.06,6.985,7
06/25/24,11:52:46,Buoy,PRODSS,,17,1011.2,104.8,10.13,97.4,,0.58,3.15,0.67,0.02,0.03,5.963,6
06/25/24,11:51:56,Buoy,PRODSS,,21.2,1011.2,105,9.31,97,,0.52,2.13,0.43,0,0.02,4.943,5
06/25/24,11:51:11,Buoy,PRODSS,,21.3,1011.2,105.2,9.31,97.2,,0.5,1.89,0.38,-0.01,0.01,3.974,4
06/25/24,11:50:42,Buoy,PRODSS,,21.4,1011.2,105.3,9.31,97.3,,0.48,1.52,0.29,-0.01,0.01,2.959,3
06/25/24,11:50:02,Buoy,PRODSS,,21.5,1011.1,105.6,9.32,97.3,,0.46,1.35,0.25,0.01,0.03,1.883,2
06/25/24,11:49:04,Buoy,PRODSS,,22,1011.3,106.5,9.31,97.4,,0.48,1.08,0.19,0.01,0.03,0.708,1
06/25/24,11:48:38,Buoy,PRODSS,,22.3,1011.4,107,9.31,97.5,,0.47,0.93,0.15,0.01,0.03,0.395,0.5
06/25/24,11:48:01,Buoy,PRODSS,,22.4,1011.3,107,9.29,97.4,,0.43,0.96,0.16,0,0.02,0.224,0.1
06/26/24,13:43:07,Buoy,PRODSS,,8.4,1005.9,90,10.54,97.6,,0.83,2.44,0.51,0.08,0.09,12.199,12.5
06/26/24,13:41:54,Buoy,PRODSS,,8.5,1005.9,90.5,10.6,97.6,,0.65,2.44,0.5,0.06,0.08,11.902,12
06/26/24,13:40:56,Buoy,PRODSS,,8.8,1005.9,92.2,10.72,97.5,,0.64,2.18,0.44,0.03,0.05,10.871,11
06/26/24,13:40:25,Buoy,PRODSS,,9.8,1006.1,95.1,10.78,97.3,,0.59,2.15,0.44,0.02,0.04,9.878,10
06/26/24,13:39:53,Buoy,PRODSS,,11.1,1005.9,98.8,10.86,96.8,,0.61,2.27,0.47,0.04,0.06,8.938,9
06/26/24,13:39:25,Buoy,PRODSS,,11.9,1006,100.4,10.85,96.7,,0.6,2.82,0.59,0.02,0.03,7.932,8
06/26/24,13:38:56,Buoy,PRODSS,,14.8,1005.9,104.1,10.54,96.8,,0.62,3.29,0.71,0.01,0.03,6.903,7
06/26/24,13:38:13,Buoy,PRODSS,,17.9,1005.9,103.9,9.85,97.4,,0.55,3.4,0.73,0.01,0.03,5.909,6
06/26/24,13:37:50,Buoy,PRODSS,,20.6,1005.9,104.8,9.41,97.1,,0.49,2.82,0.59,0.02,0.04,4.88,5
06/26/24,13:37:26,Buoy,PRODSS,,21.8,1005.8,106.6,9.35,97.2,,0.51,2.18,0.44,0.01,0.03,3.922,4
06/26/24,13:37:02,Buoy,PRODSS,,22,1005.9,107.1,9.37,97.2,,0.49,1.78,0.35,0.01,0.03,2.948,3
06/26/24,13:36:45,Buoy,PRODSS,,22,1005.9,107.2,9.36,97.2,,0.5,1.89,0.38,0.01,0.03,1.914,2
06/26/24,13:36:23,Buoy,PRODSS,,22.2,1005.8,107.4,9.35,97.3,,0.46,1.41,0.26,0,0.02,0.528,1
06/26/24,13:36:11,Buoy,PRODSS,,22.3,1005.8,107.3,9.34,97.2,,0.5,1.31,0.24,0.02,0.04,0.35,0.5
06/26/24,13:35:49,Buoy,PRODSS,,22.3,1005.9,106.8,9.29,97.2,,0.5,1.14,0.2,0.03,0.05,0.224,0.1
06/27/24,8:20:48,Buoy,PRODSS,,8.8,1006.3,91.1,10.58,97.5,,0.68,2.57,0.54,0.08,0.09,12.25,12.5
06/27/24,8:19:28,Buoy,PRODSS,,8.8,1006.4,92.2,10.69,97.4,,0.66,2.35,0.48,0.07,0.08,11.924,12
06/27/24,8:19:10,Buoy,PRODSS,,9,1006.2,93,10.76,97.4,,0.62,2.35,0.48,0.04,0.06,10.881,11
06/27/24,8:18:37,Buoy,PRODSS,,9.3,1006.3,94.5,10.84,97.4,,0.62,2.44,0.5,0.05,0.07,9.881,10
06/27/24,8:18:11,Buoy,PRODSS,,10.3,1006.2,96.2,10.78,97.1,,0.61,2.51,0.52,0.04,0.06,8.844,9
06/27/24,8:17:21,Buoy,PRODSS,,12.4,1006.3,100.1,10.67,96.7,,0.62,3.23,0.69,0.01,0.03,7.877,8
06/27/24,8:16:57,Buoy,PRODSS,,14.2,1006.3,101.7,10.44,97,,0.61,3.04,0.65,0.02,0.04,6.821,7
06/27/24,8:16:29,Buoy,PRODSS,,19,1006.3,103.7,9.61,98,,0.57,3.42,0.74,0.01,0.03,5.876,6
06/27/24,8:16:07,Buoy,PRODSS,,21.7,1006.2,105.4,9.28,97.4,,0.51,2.73,0.57,0.03,0.05,4.87,5
06/27/24,8:15:09,Buoy,PRODSS,,22,1006.3,105.7,9.24,97.3,,0.48,2.02,0.41,0.02,0.04,3.875,4
06/27/24,8:14:33,Buoy,PRODSS,,22,1006.3,105.8,9.25,97.3,,0.45,1.89,0.37,-0.01,0.01,2.908,3
06/27/24,8:13:50,Buoy,PRODSS,,22,1006.3,105.7,9.24,97.3,,0.46,1.47,0.28,0,0.02,1.914,2
06/27/24,8:13:00,Buoy,PRODSS,,22,1006.4,105.7,9.24,97.3,,0.48,1.29,0.23,0.02,0.04,0.59,1
06/27/24,8:12:38,Buoy,PRODSS,,22,1006.4,105.7,9.24,97.3,,0.48,1.5,0.28,0.03,0.05,0.251,0.5
06/27/24,8:12:27,Buoy,PRODSS,,21.9,1006.5,105.7,9.25,97.2,,0.5,1.35,0.25,0.04,0.06,0.206,0.1
06/28/24,9:39:24,Buoy,PRODSS,,7.7,1020.5,85.7,10.22,97.9,,0.64,2.37,0.49,0.07,0.08,12.315,12.5
06/28/24,9:38:39,Buoy,PRODSS,,8.1,1020.5,87.9,10.38,97.9,,0.62,2.29,0.47,0.04,0.06,11.872,12
06/28/24,9:38:01,Buoy,PRODSS,,8.7,1020.6,90.1,10.48,97.5,,0.63,2.41,0.5,0.06,0.08,10.878,11
06/28/24,9:37:19,Buoy,PRODSS,,9.1,1020.7,91.8,10.6,97.4,,0.63,2.29,0.47,0.01,0.03,9.848,10
06/28/24,9:36:50,Buoy,PRODSS,,9.9,1020.4,94.8,10.73,97.2,,0.6,2.33,0.48,0.01,0.03,8.978,9
06/28/24,9:36:22,Buoy,PRODSS,,11.9,1020.6,98.8,10.66,96.7,,0.63,3.06,0.65,0.05,0.07,7.851,8
06/28/24,9:35:54,Buoy,PRODSS,,14.6,1020.8,102,10.37,96.7,,0.6,3.66,0.79,0.02,0.04,6.892,7
06/28/24,9:35:24,Buoy,PRODSS,,17.5,1020.7,101.9,9.75,98.1,,0.56,3.13,0.67,0.02,0.04,5.887,6
06/28/24,9:35:07,Buoy,PRODSS,,20.8,1020.5,104.3,9.33,97.4,,0.53,2.39,0.49,0.02,0.04,4.918,5
06/28/24,9:34:48,Buoy,PRODSS,,21,1020.3,104.6,9.33,97.3,,0.47,2.03,0.41,0.01,0.03,3.921,4
06/28/24,9:34:14,Buoy,PRODSS,,21,1020.5,104.6,9.33,97.3,,0.47,1.81,0.36,-0.03,-0.01,2.898,3
06/28/24,9:33:01,Buoy,PRODSS,,21,1020.6,104.6,9.32,97.3,,0.51,1.68,0.33,-0.01,0.01,1.865,2
06/28/24,9:32:10,Buoy,PRODSS,,21,1020.6,104.7,9.33,97.3,,0.53,1.48,0.28,-0.01,0.01,0.609,1
06/28/24,9:31:52,Buoy,PRODSS,,21,1020.6,104.5,9.32,97.3,,0.5,1.34,0.24,-0.01,0.01,0.397,0.5
06/28/24,9:31:11,Buoy,PRODSS,,20.9,1020.6,104.6,9.34,94.5,,3.78,1.69,0.33,0.06,0.08,0.209,0.1
07/01/24,10:40:43,Buoy,PRODSS,,8.5,1017.7,88.4,10.34,97.7,,0.66,2.08,0.42,0.07,0.09,11.884,12
07/01/24,10:40:02,Buoy,PRODSS,,9.3,1017.7,90.8,10.43,97.4,,0.66,2.12,0.43,0.05,0.06,10.853,11
07/01/24,10:39:14,Buoy,PRODSS,,9.7,1017.7,92.3,10.49,97.2,,0.65,2.02,0.41,0.07,0.09,9.852,10
07/01/24,10:38:23,Buoy,PRODSS,,10.4,1017.8,94.1,10.52,97.2,,0.6,1.99,0.4,0.02,0.04,8.902,9
07/01/24,10:37:40,Buoy,PRODSS,,13.4,1017.6,100.7,10.51,97,,0.63,3.09,0.66,0.04,0.06,7.86,8
07/01/24,10:36:58,Buoy,PRODSS,,16,1017.7,103.4,10.21,96.9,,0.61,3.81,0.83,0.05,0.07,6.917,7
07/01/24,10:36:02,Buoy,PRODSS,,20.8,1017.6,105,9.4,97.3,,0.53,2.82,0.59,0,0.02,5.959,6
07/01/24,10:35:21,Buoy,PRODSS,,20.9,1017.7,105.2,9.4,97.3,,0.49,2.51,0.52,0.01,0.03,4.852,5
07/01/24,10:35:02,Buoy,PRODSS,,20.9,1017.6,105.2,9.4,97.3,,0.54,2.4,0.5,0.01,0.03,3.891,4
07/01/24,10:34:35,Buoy,PRODSS,,20.9,1017.6,105.4,9.41,97.3,,0.52,2.21,0.45,0.01,0.03,2.901,3
07/01/24,10:34:10,Buoy,PRODSS,,20.9,1017.4,105.3,9.41,97.3,,0.52,1.84,0.36,0.01,0.03,1.88,2
07/01/24,10:33:50,Buoy,PRODSS,,20.9,1017.5,105.3,9.41,97.3,,0.51,1.73,0.34,0.01,0.03,0.806,1
07/01/24,10:33:15,Buoy,PRODSS,,20.9,1017.6,105.2,9.4,97.3,,0.51,1.71,0.33,0,0.02,0.365,0.5
07/01/24,10:32:39,Buoy,PRODSS,,20.9,1017.5,104.9,9.38,97.2,,0.53,1.39,0.26,0.01,0.03,0.219,0.1
07/02/24,14:12:17,Buoy,PRODSS,,9,1024.3,87.8,10.13,97.6,,0.64,2.09,0.42,0.06,0.08,11.978,12.5
07/02/24,14:11:16,Buoy,PRODSS,,9.1,1024.4,88.9,10.26,97.6,,0.62,2.06,0.42,0.04,0.05,11.868,12
07/02/24,14:10:32,Buoy,PRODSS,,9.3,1024.5,90.4,10.37,97.5,,0.63,2.09,0.42,0.05,0.07,10.909,11
07/02/24,14:09:55,Buoy,PRODSS,,10.6,1024.4,94.1,10.48,97.2,,0.65,2.42,0.5,0.05,0.07,9.882,10
07/02/24,14:09:31,Buoy,PRODSS,,11.3,1024.5,96.4,10.54,97,,0.63,2.98,0.63,0.04,0.06,8.888,9
07/02/24,14:08:57,Buoy,PRODSS,,12.8,1024.5,98.8,10.44,96.8,,0.66,3.11,0.66,0.03,0.05,7.891,8
07/02/24,14:08:16,Buoy,PRODSS,,15.6,1024.4,101.3,10.08,96.9,,0.59,3.37,0.72,0.03,0.05,6.906,7
07/02/24,14:06:31,Buoy,PRODSS,,20.5,1024.3,106,9.55,97.5,,0.52,3.2,0.68,-0.01,0.01,5.96,6
07/02/24,14:05:48,Buoy,PRODSS,,20.8,1024,107.2,9.59,97.3,,0.52,2.72,0.57,0,0.02,4.941,5
07/02/24,14:05:24,Buoy,PRODSS,,20.9,1023.9,107.5,9.6,97.4,,0.48,2.16,0.44,0,0.02,3.908,4
07/02/24,14:04:15,Buoy,PRODSS,,21,1024.1,107.4,9.58,97.4,,0.5,1.9,0.38,0,0.02,2.905,3
07/02/24,14:03:17,Buoy,PRODSS,,21.2,1024.3,108.2,9.61,97.5,,0.47,1.53,0.29,-0.01,0.01,1.91,2
07/02/24,14:02:46,Buoy,PRODSS,,21.6,1024.5,108.9,9.59,97.5,,0.47,0.99,0.16,-0.01,0.01,0.751,1
07/02/24,14:02:18,Buoy,PRODSS,,22.5,1024.3,110.2,9.53,97.7,,0.44,0.92,0.15,-0.01,0.01,0.34,0.5
07/02/24,14:01:52,Buoy,PRODSS,,22.8,1024,110.2,9.49,96.2,,1.22,0.77,0.11,0.17,0.18,0.228,0.1
07/03/24,9:18:29,Buoy,PRODSS,,8.9,1023.6,88.1,10.21,97.7,,0.64,2.2,0.45,0.04,0.05,11.914,12
07/03/24,9:17:47,Buoy,PRODSS,,9.3,1023.5,89.1,10.23,97.7,,0.62,2.06,0.42,0.05,0.07,10.91,11
07/03/24,9:17:20,Buoy,PRODSS,,9.7,1023.7,91.2,10.35,97.6,,0.62,2.24,0.46,0.05,0.06,9.923,10
07/03/24,9:16:41,Buoy,PRODSS,,11.1,1023.6,95,10.46,97.3,,0.68,2.69,0.56,0.02,0.04,8.913,9
07/03/24,9:16:05,Buoy,PRODSS,,13,1023.6,98.2,10.35,96.9,,0.59,3.14,0.67,0.01,0.03,7.89,8
07/03/24,9:15:31,Buoy,PRODSS,,16.2,1023.5,102.7,10.09,97.5,,0.6,3.6,0.78,0.03,0.04,6.915,7
07/03/24,9:14:37,Buoy,PRODSS,,19.7,1023.4,103.7,9.5,97.5,,0.58,3.23,0.69,0.01,0.03,6.016,6
07/03/24,9:13:45,Buoy,PRODSS,,20.8,1023.3,106.6,9.54,97.6,,0.51,2.91,0.62,0.01,0.03,4.957,5
07/03/24,9:12:57,Buoy,PRODSS,,21,1023.4,106.9,9.54,97.5,,0.48,2.75,0.58,0.01,0.03,3.948,4
07/03/24,9:12:22,Buoy,PRODSS,,21.1,1023.4,107,9.52,97.6,,0.5,2.41,0.5,0.01,0.02,2.936,3
